	Year	Country Code	GDP
928	2003	BEL	30743.902537720835
929	2004	BEL	35589.68911684018
930	2005	BEL	36967.25918396876
931	2006	BEL	38852.37292774372
932	2007	BEL	44403.76689915234
933	2008	BEL	48424.575596314724
934	2009	BEL	44880.57301962268
935	2010	BEL	44380.17663273076
936	2011	BEL	47702.81189416854
937	2012	BEL	44740.58324814775
938	2013	BEL	46582.669550341176
939	2014	BEL	47351.97417888182
940	2015	BEL	40361.154190753514
941	2016	BEL	41260.977551146825
942	2017	BEL	43323.807336471065
943	2018	BEL	
944	1960	BEN	93.02250899071075
945	1961	BEN	95.57215471474477
946	1962	BEN	94.46453498438206
947	1963	BEN	99.85911388555533
948	1964	BEN	104.33976803988557
949	1965	BEN	110.1327938351129
950	1966	BEN	112.94083638351198
951	1967	BEN	111.95160192523753
952	1968	BEN	116.89506602185995
953	1969	BEN	116.02509434118495
954	1970	BEN	114.55659646698741
955	1971	BEN	112.57008908763697
956	1972	BEN	134.81940793500877
957	1973	BEN	161.98737367143355
958	1974	BEN	174.01414908556131
959	1975	BEN	207.3004397454734
960	1976	BEN	208.6561538305141
961	1977	BEN	218.4543657692004
962	1978	BEN	263.58105755094596
963	1979	BEN	327.82167799379243
964	1980	BEN	378.0438983039022
965	1981	BEN	337.97819473918685
966	1982	BEN	322.77769945337025
967	1983	BEN	271.1292402252243
968	1984	BEN	252.8697850447877
969	1985	BEN	244.41099885846882
970	1986	BEN	303.3488978582957
971	1987	BEN	344.5030707917894
972	1988	BEN	346.7360376814224
973	1989	BEN	311.67830386082153
974	1990	BEN	393.6862144235307
975	1991	BEN	385.7536160126378
976	1992	BEN	317.96285528611594
977	1993	BEN	411.92603052228264
978	1994	BEN	279.6665043268056
979	1995	BEN	367.38734103259856
980	1996	BEN	387.43292463625096
981	1997	BEN	361.1002697944406
982	1998	BEN	379.44235395447737
983	1999	BEN	403.62370383915527
984	2000	BEN	374.19239415923505
985	2001	BEN	378.7360539764208
986	2002	BEN	418.69857634710286
987	2003	BEN	519.2922846611948
988	2004	BEN	583.4093514306824
989	2005	BEN	601.7999769588747
990	2006	BEN	625.8300919764633
991	2007	BEN	706.0535419006993
992	2008	BEN	820.1513498193465
993	2009	BEN	793.4524300307049
994	2010	BEN	757.6959074093775
995	2011	BEN	825.9427853632152
996	2012	BEN	837.950500075362
997	2013	BEN	915.3281554082325
998	2014	BEN	943.6865750314009
999	2015	BEN	783.9630778009437
1000	2016	BEN	788.5324424156951
1001	2017	BEN	827.3936793946673
1002	2018	BEN	
1003	1960	BFA	68.42474856932505
1004	1961	BFA	71.55818009243704
1005	1962	BFA	76.52061139870608
1006	1963	BFA	78.372071942432
1007	1964	BFA	80.4727667455189
1008	1965	BFA	81.72511549550192
1009	1966	BFA	82.54563689469427
1010	1967	BFA	84.36316494035447
1011	1968	BFA	84.73304934687623
1012	1969	BFA	86.52021111232351
1013	1970	BFA	81.49989868170115
1014	1971	BFA	84.28781501396443
1015	1972	BFA	99.3267640249866
1016	1973	BFA	113.78058433881618
1017	1974	BFA	124.35903045152521
1018	1975	BFA	152.72822011424415
1019	1976	BFA	155.64899796029636
1020	1977	BFA	176.78336766629528
1021	1978	BFA	225.9416525372329
1022	1979	BFA	262.07600964215874
1023	1980	BFA	282.6857352995948
1024	1981	BFA	254.23078067511108
1025	1982	BFA	245.09470243902962
1026	1983	BFA	217.9947508428311
1027	1984	BFA	193.84324028470937
1028	1985	BFA	200.89442251179955
1029	1986	BFA	256.76231880859575
1030	1987	BFA	291.1319638809047
1031	1988	BFA	313.06189109572097
1032	1989	BFA	304.8534387814628
1033	1990	BFA	351.9793228525358
1034	1991	BFA	346.4106724424438
1035	1992	BFA	240.96348098040318
1036	1993	BFA	244.12707349941633
1037	1994	BFA	193.07023629883304
1038	1995	BFA	235.83219729976943
1039	1996	BFA	249.36029441564799
1040	1997	BFA	229.49311773538665
1041	1998	BFA	255.71823338169975
1042	1999	BFA	265.34011555360496
1043	2000	BFA	226.47598136697977
1044	2001	BFA	235.49123243618652
1045	2002	BFA	260.76354131974296
1046	2003	BFA	332.3443050656325
1047	2004	BFA	371.3230864830118
1048	2005	BFA	406.9988070606228
1049	2006	BFA	420.58252329243123
1050	2007	BFA	475.11001218452606
1051	2008	BFA	569.7612784202065
1052	2009	BFA	552.7455521064329
1053	2010	BFA	575.4464526877338
1054	2011	BFA	666.8404100554658
1055	2012	BFA	673.8228182266348
1056	2013	BFA	699.7815370164794
1057	2014	BFA	703.8216564617173
1058	2015	BFA	575.3144541763114
1059	2016	BFA	583.8308982121259
1060	2017	BFA	642.0371482690371
1061	2018	BFA	
1062	1960	BGD	88.69121063011724
1063	1961	BGD	97.14273018091525
1064	1962	BGD	99.57671365425394
1065	1963	BGD	101.26049123462856
1066	1964	BGD	99.50386426801614
1067	1965	BGD	105.78917034445762
1068	1966	BGD	111.6586394831141
1069	1967	BGD	121.66209338109734
1070	1968	BGD	121.5288976817445
1071	1969	BGD	133.57543674774757
1072	1970	BGD	138.24796467877874
1073	1971	BGD	131.755763180609
1074	1972	BGD	93.02487011224927
1075	1973	BGD	117.72581488207986
1076	1974	BGD	179.04506497598123
1077	1975	BGD	272.7451978071515
1078	1976	BGD	138.5922339318281
1079	1977	BGD	128.80926111146667
1080	1978	BGD	172.41469603967514
1081	1979	BGD	196.44262560537305
1082	1980	BGD	222.63235094863654
1083	1981	BGD	241.8703692166724
1084	1982	BGD	215.39325760029462
1085	1983	BGD	199.33664540832524
1086	1984	BGD	208.53463508422718
1087	1985	BGD	239.03922046371073
1088	1986	BGD	227.4230255688132
1089	1987	BGD	247.07231197506817
1090	1988	BGD	263.2227904514273
1091	1989	BGD	277.8178390724094
1092	1990	BGD	297.56799445235396
1093	1991	BGD	284.7256058579571
1094	1992	BGD	285.09550511666555
1095	1993	BGD	291.7144893766252
1096	1994	BGD	290.6524528635082
1097	1995	BGD	319.60870039828376
1098	1996	BGD	382.935763583537
1099	1997	BGD	389.5236313592245
1100	1998	BGD	395.29746066981494
1101	1999	BGD	397.35482187218025
1102	2000	BGD	405.60330714176735
1103	2001	BGD	402.5981151515634
1104	2002	BGD	400.6135745333526
1105	2003	BGD	432.7388972407852
1106	2004	BGD	460.7579167303898
1107	2005	BGD	484.1554070579915
1108	2006	BGD	494.05014657654874
1109	2007	BGD	541.0651483950866
1110	2008	BGD	615.7775410530916
1111	2009	BGD	681.1205367690487
1112	2010	BGD	757.6717571768936
1113	2011	BGD	835.7893401274116
1114	2012	BGD	856.3428570274012
1115	2013	BGD	951.889453456343
1116	2014	BGD	1084.5654298026923
1117	2015	BGD	1210.1588492338035
1118	2016	BGD	1358.7791856701178
1119	2017	BGD	1516.5132695643717
1120	2018	BGD	
1121	1960	BGR	
1122	1961	BGR	
1123	1962	BGR	
1124	1963	BGR	
1125	1964	BGR	
1126	1965	BGR	
1127	1966	BGR	
1128	1967	BGR	
1129	1968	BGR	
1130	1969	BGR	
1131	1970	BGR	
1132	1971	BGR	
1133	1972	BGR	
1134	1973	BGR	
1135	1974	BGR	
1136	1975	BGR	
1137	1976	BGR	
1138	1977	BGR	
1139	1978	BGR	
1140	1979	BGR	
1141	1980	BGR	2238.802957865739
1142	1981	BGR	2234.814815731252
1143	1982	BGR	2169.004010896829
1144	1983	BGR	1852.8134344280184
1145	1984	BGR	1963.5726761827364
1146	1985	BGR	1914.5506465879346
1147	1986	BGR	2260.427281154497
1148	1987	BGR	3132.30136036246
1149	1988	BGR	2511.393062594886
1150	1989	BGR	2477.020817959598
1151	1990	BGR	2366.5298212861385
1152	1991	BGR	1267.734375414851
1153	1992	BGR	1211.980878109311
1154	1993	BGR	1278.2471734610765
1155	1994	BGR	1148.4943993817017
1156	1995	BGR	1554.046930514308
1157	1996	BGR	1208.8751029439827
1158	1997	BGR	1346.9105528680752
1159	1998	BGR	1809.6838447288421
1160	1999	BGR	1648.1048589562643
1161	2000	BGR	1609.8824517858077
1162	2001	BGR	1757.4437798069443
1163	2002	BGR	2076.830682378443
1164	2003	BGR	2698.624248397049
1165	2004	BGR	3363.7996442181293
1166	2005	BGR	3869.52945510511
1167	2006	BGR	4490.201776927009
1168	2007	BGR	5885.949251979552
1169	2008	BGR	7261.754492002771
1170	2009	BGR	6969.558556683572
1171	2010	BGR	6843.266949758846
1172	2011	BGR	7813.806692364325
1173	2012	BGR	7378.024730057126
1174	2013	BGR	7646.839865545417
1175	2014	BGR	7864.760672255237
1176	2015	BGR	6993.7834826738745
1177	2016	BGR	7469.4556382362425
1178	2017	BGR	8227.960406220349
1179	2018	BGR	
1180	1960	BHR	
1181	1961	BHR	
1182	1962	BHR	
1183	1963	BHR	
1184	1964	BHR	
1185	1965	BHR	
1186	1966	BHR	
1187	1967	BHR	
1188	1968	BHR	
1189	1969	BHR	
1190	1970	BHR	
1191	1971	BHR	
1192	1972	BHR	
1193	1973	BHR	
1194	1974	BHR	
1195	1975	BHR	
1196	1976	BHR	
1197	1977	BHR	
1198	1978	BHR	
1199	1979	BHR	
1200	1980	BHR	8537.929379332154
1201	1981	BHR	9269.269616529913
1202	1982	BHR	9446.158001946013
1203	1983	BHR	9421.285654776402
1204	1984	BHR	9590.683099065087
1205	1985	BHR	8706.725084346994
1206	1986	BHR	7041.569470061679
1207	1987	BHR	7555.0668094480025
1208	1988	BHR	7958.679491965374
1209	1989	BHR	8030.854579781816
1210	1990	BHR	8528.98333446095
1211	1991	BHR	9055.59111405318
1212	1992	BHR	9082.741168844253
1213	1993	BHR	9698.134803607538
1214	1994	BHR	10130.413068419994
1215	1995	BHR	10376.93488750013
1216	1996	BHR	10544.6671254851
1217	1997	BHR	10672.183943685848
1218	1998	BHR	10076.18778453497
1219	1999	BHR	10401.480448892735
1220	2000	BHR	13636.346683779782
1221	2001	BHR	12868.210997028104
1222	2002	BHR	13102.334568265833
1223	2003	BHR	14221.992593488578
1224	2004	BHR	15846.476409317307
1225	2005	BHR	17959.178537354164
1226	2006	BHR	19307.995492020527
1227	2007	BHR	20977.110526107474
1228	2008	BHR	23067.565346517076
1229	2009	BHR	19356.6723557874
1230	2010	BHR	20722.10388955077
1231	2011	BHR	22512.159603871212
1232	2012	BHR	23649.36661391006
1233	2013	BHR	24737.17178307041
1234	2014	BHR	24983.379015335602
1235	2015	BHR	22688.8782442968
1236	2016	BHR	22560.581270747694
1237	2017	BHR	23655.03560240125
1238	2018	BHR	
1239	1960	BHS	1550.3243149571563
1240	1961	BHS	1651.4754770796667
1241	1962	BHS	1752.9702927808555
1242	1963	BHS	1867.11298751475
1243	1964	BHS	1994.5449196447714
1244	1965	BHS	2144.8309713592266
1245	1966	BHS	2322.9438530806333
1246	1967	BHS	2556.835300875915
1247	1968	BHS	2804.705130805687
1248	1969	BHS	3215.486671995768
1249	1970	BHS	3179.2762715531653
1250	1971	BHS	3297.998999212023
1251	1972	BHS	3322.668256119299
1252	1973	BHS	3696.6631402627163
1253	1974	BHS	3416.5500623990397
1254	1975	BHS	3156.468059423344
1255	1976	BHS	3328.6331919834943
1256	1977	BHS	3617.2511934899626
1257	1978	BHS	4130.750869670939
1258	1979	BHS	5532.150830938884
1259	1980	BHS	6338.619867939486
1260	1981	BHS	6622.68565804379
1261	1982	BHS	7165.134490977189
1262	1983	BHS	7694.937984874793
1263	1984	BHS	8873.769102015085
1264	1985	BHS	9888.48934964442
1265	1986	BHS	10339.5210156776
1266	1987	BHS	11150.690036278775
1267	1988	BHS	11381.821559986913
1268	1989	BHS	12158.078848834026
1269	1990	BHS	12350.976842893702
1270	1991	BHS	11914.857764365262
1271	1992	BHS	11682.084964717022
1272	1993	BHS	11402.65152213597
1273	1994	BHS	11812.464887004115
1274	1995	BHS	12239.871497412101
1275	1996	BHS	12717.150005285599
1276	1997	BHS	22066.278705091125
1277	1998	BHS	23557.953526856512
1278	1999	BHS	26173.715476952842
1279	2000	BHS	27112.25620195374
1280	2001	BHS	27439.35870156861
1281	2002	BHS	28727.02219260764
1282	2003	BHS	28092.485732202465
1283	2004	BHS	28076.155100674056
1284	2005	BHS	29874.654137142406
1285	2006	BHS	30274.99032248459
1286	2007	BHS	31018.029492182937
1287	2008	BHS	30188.484438275074
1288	2009	BHS	28129.607502761683
1289	2010	BHS	27979.11493437389
1290	2011	BHS	27472.256170751403
1291	2012	BHS	28815.527404385026
1292	2013	BHS	28171.986003605132
1293	2014	BHS	28671.34696953442
1294	2015	BHS	30483.82010040378
1295	2016	BHS	30260.305905447407
1296	2017	BHS	30762.01243926437
1297	2018	BHS	
1298	1960	BIH	
1299	1961	BIH	
1300	1962	BIH	
1301	1963	BIH	
1302	1964	BIH	
1303	1965	BIH	
1304	1966	BIH	
1305	1967	BIH	
1306	1968	BIH	
1307	1969	BIH	
1308	1970	BIH	
1309	1971	BIH	
1310	1972	BIH	
1311	1973	BIH	
1312	1974	BIH	
1313	1975	BIH	
1314	1976	BIH	
1315	1977	BIH	
1316	1978	BIH	
1317	1979	BIH	
1318	1980	BIH	
1319	1981	BIH	
1320	1982	BIH	
1321	1983	BIH	
1322	1984	BIH	
1323	1985	BIH	
1324	1986	BIH	
1325	1987	BIH	
1326	1988	BIH	
1327	1989	BIH	
1328	1990	BIH	
1329	1991	BIH	
1330	1992	BIH	
1331	1993	BIH	
1332	1994	BIH	318.020001219556
1333	1995	BIH	485.61727666814136
1334	1996	BIH	736.9753293552726
1335	1997	BIH	978.516728019385
1336	1998	BIH	1097.644554612031
1337	1999	BIH	1246.4971141001934
1338	2000	BIH	1461.750520470286
1339	2001	BIH	1524.412021523339
1340	2002	BIH	1761.537647188611
1341	2003	BIH	2214.7322459187176
1342	2004	BIH	2802.274917054885
1343	2005	BIH	2967.8340564335576
1344	2006	BIH	3403.8152971587283
1345	2007	BIH	4180.913531981741
1346	2008	BIH	5078.314577209141
1347	2009	BIH	4701.334426413475
1348	2010	BIH	4614.829041140503
1349	2011	BIH	5054.325344237571
1350	2012	BIH	4722.013403067274
1351	2013	BIH	5042.582213046121
1352	2014	BIH	5204.243718411686
1353	2015	BIH	4584.2425478175455
1354	2016	BIH	4808.636042871117
1355	2017	BIH	5148.208516959392
1356	2018	BIH	
1357	1960	BLR	
1358	1961	BLR	
1359	1962	BLR	
1360	1963	BLR	
1361	1964	BLR	
1362	1965	BLR	
1363	1966	BLR	
1364	1967	BLR	
1365	1968	BLR	
1366	1969	BLR	
1367	1970	BLR	
1368	1971	BLR	
1369	1972	BLR	
1370	1973	BLR	
1371	1974	BLR	
1372	1975	BLR	
1373	1976	BLR	
1374	1977	BLR	
1375	1978	BLR	
1376	1979	BLR	
1377	1980	BLR	
1378	1981	BLR	
1379	1982	BLR	
1380	1983	BLR	
1381	1984	BLR	
1382	1985	BLR	
1383	1986	BLR	
1384	1987	BLR	
1385	1988	BLR	
1386	1989	BLR	
1387	1990	BLR	2124.840514280106
1388	1991	BLR	1765.7445556209534
1389	1992	BLR	1667.6817773137273
1390	1993	BLR	1590.095881974528
1391	1994	BLR	1460.0590758955989
1392	1995	BLR	1370.6765588501064
1393	1996	BLR	1452.445487583283
1394	1997	BLR	1396.5017856782013
1395	1998	BLR	1511.770052678833
1396	1999	BLR	1210.6117195862003
1397	2000	BLR	1276.2880340999961
1398	2001	BLR	1244.3731852343067
1399	2002	BLR	1479.3145827167673
1400	2003	BLR	1819.7660592617692
1401	2004	BLR	2378.62328600741
1402	2005	BLR	3125.8105350285305
1403	2006	BLR	3847.434123821527
1404	2007	BLR	4735.657607939994
1405	2008	BLR	6377.369732012321
1406	2009	BLR	5351.355382432776
1407	2010	BLR	6181.399915687531
1408	2011	BLR	6519.230194988924
1409	2012	BLR	6940.1592535973505
1410	2013	BLR	7978.872614710763
1411	2014	BLR	8318.512689926749
1412	2015	BLR	5949.10630699748
1413	2016	BLR	5025.405063877017
1414	2017	BLR	5727.511717667324
1415	2018	BLR	
1416	1960	BLZ	304.91710725396194
1417	1961	BLZ	316.4036061432663
1418	1962	BLZ	327.1268674684011
1419	1963	BLZ	336.9414661145697
1420	1964	BLZ	351.1611262695624
1421	1965	BLZ	377.59430516618204
1422	1966	BLZ	406.0979670735768
1423	1967	BLZ	420.43188819816476
1424	1968	BLZ	386.9532370108698
1425	1969	BLZ	396.6543062824971
1426	1970	BLZ	435.6904694155583
1427	1971	BLZ	474.44421620740536
1428	1972	BLZ	519.5635076681085
1429	1973	BLZ	605.9334407026513
1430	1974	BLZ	786.0690920438808
1431	1975	BLZ	885.9845290600437
1432	1976	BLZ	717.0401828853956
1433	1977	BLZ	858.8280810868027
1434	1978	BLZ	980.8225092649228
1435	1979	BLZ	1074.2719648986235
1436	1980	BLZ	1373.0930070360585
1437	1981	BLZ	1328.8281491423973
1438	1982	BLZ	1202.6820263083102
1439	1983	BLZ	1232.837378260589
1440	1984	BLZ	1336.9875895363211
1441	1985	BLZ	1289.3672889729355
1442	1986	BLZ	1366.049729521882
1443	1987	BLZ	1612.4515751829967
1444	1988	BLZ	1787.9513834285697
1445	1989	BLZ	2011.9687288029313
1446	1990	BLZ	2197.18502331181
1447	1991	BLZ	2326.845902702929
1448	1992	BLZ	2666.9776705074696
1449	1993	BLZ	2833.0613411869485
1450	1994	BLZ	2880.211132818311
1451	1995	BLZ	2996.3829283495115
1452	1996	BLZ	3001.6651378722922
1453	1997	BLZ	2952.602140736262
1454	1998	BLZ	2991.9249709054907
1455	1999	BLZ	3065.4922477052705
1456	2000	BLZ	3364.423710652407
1457	2001	BLZ	3419.2757192608165
1458	2002	BLZ	3556.5618254349633
1459	2003	BLZ	3679.909523278713
1460	2004	BLZ	3831.5380185375006
1461	2005	BLZ	3933.2621427083736
1462	2006	BLZ	4187.290496548546
1463	2007	BLZ	4324.7730448682505
1464	2008	BLZ	4470.220795976026
1465	2009	BLZ	4253.2467532467535
1466	2010	BLZ	4342.9631725578965
1467	2011	BLZ	4515.892700916183
1468	2012	BLZ	4644.559564717658
1469	2013	BLZ	4673.245036768444
1470	2014	BLZ	4813.718033290304
1471	2015	BLZ	4905.53664469729
1472	2016	BLZ	4923.358922371742
1473	2017	BLZ	4971.2016355246205
1474	2018	BLZ	
1475	1960	BMU	1902.402118922396
1476	1961	BMU	1961.538169246497
1477	1962	BMU	2020.3859650334512
1478	1963	BMU	2020.2652475244545
1479	1964	BMU	2199.7270069117926
1480	1965	BMU	2282.2165461623936
1481	1966	BMU	2630.850466329458
1482	1967	BMU	2982.7497042610776
1483	1968	BMU	2830.188679245283
1484	1969	BMU	3053.703703703704
1485	1970	BMU	3387.2727272727275
1486	1971	BMU	3866.3003663003665
1487	1972	BMU	4343.173431734317
1488	1973	BMU	5009.293680297398
1489	1974	BMU	5853.932584269663
1490	1975	BMU	6509.433962264151
1491	1976	BMU	7261.278195488721
1492	1977	BMU	8370.786516853932
1493	1978	BMU	8876.865671641792
1494	1979	BMU	9613.382899628254
1495	1980	BMU	11218.21781598683
1496	1981	BMU	13425.976966394188
1497	1982	BMU	14166.17129253909
1498	1983	BMU	15902.020382621133
1499	1984	BMU	17469.825567587686
1500	1985	BMU	18269.535519701923
1501	1986	BMU	20450.66452894636
1502	1987	BMU	22411.795674946843
1503	1988	BMU	24253.175518878434
1504	1989	BMU	25517.92172124879
1505	1990	BMU	26841.519738394632
1506	1991	BMU	27700.309516951595
1507	1992	BMU	28669.68225957846
1508	1993	BMU	30900.69489051095
1509	1994	BMU	31476.06311530681
1510	1995	BMU	33989.72235798212
1511	1996	BMU	44826.78907016581
1512	1997	BMU	48478.88325040911
1513	1998	BMU	51371.74080698357
1514	1999	BMU	54245.45973729298
1515	2000	BMU	56284.16864780942
1516	2001	BMU	58883.959426596695
1517	2002	BMU	62583.1002034588
1518	2003	BMU	66111.72522700355
1519	2004	BMU	70359.31910887982
1520	2005	BMU	75882.03385603392
1521	2006	BMU	83912.69779768455
1522	2007	BMU	90849.58698064357
1523	2008	BMU	93605.74816539764
1524	2009	BMU	88463.31281613749
1525	2010	BMU	88207.3275597322
1526	2011	BMU	85973.15841645499
1527	2012	BMU	85458.45550788604
1528	2013	BMU	85748.06541437824
1529	2014	BMU	
1530	2015	BMU	
1531	2016	BMU	
1532	2017	BMU	
1533	2018	BMU	
1534	1960	BOL	101.22770440187087
1535	1961	BOL	108.02251950343725
1536	1962	BOL	115.8556405419409
1537	1963	BOL	122.35053964225612
1538	1964	BOL	135.18186126943553
1539	1965	BOL	148.4740797715084
1540	1966	BOL	161.14746451965803
1541	1967	BOL	178.37757460732945
1542	1968	BOL	198.40419982508536
1543	1969	BOL	210.62890518367803
1544	1970	BOL	225.71093538194006
1545	1971	BOL	238.14829347422878
1546	1972	BOL	267.6869789187027
1547	1973	BOL	263.20019734090926
1548	1974	BOL	428.4328637987251
1549	1975	BOL	480.0507642499502
1550	1976	BOL	533.6080313549294
1551	1977	BOL	616.6670740015232
1552	1978	BOL	702.4289172792259
1553	1979	BOL	808.4191206124551
1554	1980	BOL	809.8856894504706
1555	1981	BOL	1028.2159047082653
1556	1982	BOL	957.5520120559568
1557	1983	BOL	909.8116366349536
1558	1984	BOL	1013.8041398722828
1559	1985	BOL	865.6901106352481
1560	1986	BOL	624.5512322823022
1561	1987	BOL	668.8016799709874
1562	1988	BOL	697.3705600781491
1563	1989	BOL	701.4646141371238
1564	1990	BOL	709.9488612434276
1565	1991	BOL	764.1413320843648
1566	1992	BOL	791.3804292586325
1567	1993	BOL	788.3990281488369
1568	1994	BOL	806.2214519071056
1569	1995	BOL	887.4685242565852
1570	1996	BOL	958.4737661775459
1571	1997	BOL	1006.9647386991224
1572	1998	BOL	1058.7187495042542
1573	1999	BOL	1012.5097733212499
1574	2000	BOL	1007.002868884509
1575	2001	BOL	958.2366524089014
1576	2002	BOL	913.5756422722684
1577	2003	BOL	917.3643104861704
1578	2004	BOL	978.3346484818519
1579	2005	BOL	1046.427384143166
1580	2006	BOL	1233.591869170755
1581	2007	BOL	1389.6293499194912
1582	2008	BOL	1736.9300840358717
1583	2009	BOL	1776.8664756218898
1584	2010	BOL	1981.1701161847636
1585	2011	BOL	2377.688771239354
1586	2012	BOL	2645.227752601463
1587	2013	BOL	2947.938526280513
1588	2014	BOL	3124.000309825158
1589	2015	BOL	3077.0261991715756
1590	2016	BOL	3117.3304591216042
1591	2017	BOL	3393.955817517815
1592	2018	BOL	
1593	1960	BRA	210.02747042947792
1594	1961	BRA	204.92930153477297
1595	1962	BRA	260.2252661270987
1596	1963	BRA	291.9505890018018
1597	1964	BRA	261.3310830556636
1598	1965	BRA	260.9646925422908
1599	1966	BRA	315.27738237919016
1600	1967	BRA	346.8801003876512
1601	1968	BRA	374.0832617582122
1602	1969	BRA	403.0652523071263
1603	1970	BRA	444.02626760181937
1604	1971	BRA	503.4787661402808
1605	1972	BRA	584.5506847713657
1606	1973	BRA	772.8187913047358
1607	1974	BRA	1000.6342526909829
1608	1975	BRA	1149.586120593226
1609	1976	BRA	1385.298529741041
1610	1977	BRA	1560.8630604471437
1611	1978	BRA	1737.3675521191192
1612	1979	BRA	1901.0013250439529
1613	1980	BRA	1939.7908764714496
1614	1981	BRA	2124.9629888795894
1615	1982	BRA	2218.890515459226
1616	1983	BRA	1565.2978321106177
1617	1984	BRA	1573.967139332195
1618	1985	BRA	1643.1965026760965
1619	1986	BRA	1936.016335266988
1620	1987	BRA	2081.6652618689527
1621	1988	BRA	2294.4016946602515
1622	1989	BRA	2901.285449270741
1623	1990	BRA	3093.0374786381535
1624	1991	BRA	3966.7954884916244
1625	1992	BRA	2591.7971162780573
1626	1993	BRA	2786.1713557447683
1627	1994	BRA	3494.6405413510915
